RID,PCardID,TID,SStationID,AStationID,CarrigeID,SeatRow,SeatNo,SStatus
10928,371325201709080853,21729,1574,1615,2,1,C,2
10929,371326194403283221,12501,1615,1659,2,1,A,2
10930,371326194602190300,13922,1661,1539,2,4,B,2
10931,371326195405062638,9155,3365,34,2,3,B,2
10932,371326196112014995,5514,1552,34,2,4,C,1
10933,371326198304223192,28513,1597,835,1,2,A,1
10934,371326198712203692,12514,1659,1661,1,1,E,0
10935,371326200204164121,16675,1589,1638,3,2,F,1
10936,371326200208304515,3394,1582,1579,3,3,F,2
10937,371326201705114813,6178,2121,2125,3,2,F,1
10938,371327193502191711,17180,1684,384,2,1,B,0
10939,371327195403113231,1335,1646,1646,1,1,E,1
10940,371327197503133618,1549,1654,1646,1,2,B,0
10941,371327197603312736,7803,3365,3365,4,1,F,1
10942,371327198109221235,8531,1561,1615,2,3,B,0
10943,371327198201131152,36104,1487,1531,1,2,F,1
10944,371327198408162722,36271,1581,3276,3,3,A,2
10945,371327199111192116,11296,1615,1638,3,3,C,1
10946,371327200506203516,30560,404,404,2,2,F,0
10947,371328193407310870,3825,3997,3997,1,2,A,1
10948,371328193808231671,8854,2007,2035,3,2,F,1
10949,371328197307224746,743,1621,1621,1,2,F,1
10950,371328198112204723,10268,1621,1621,3,2,C,2
10951,37132819940216447X,8695,3365,3365,2,1,E,0
10952,371329194510051935,18809,404,404,3,1,A,2
10953,37132919581116329X,27482,1597,1597,1,1,B,0
10954,371329196106023456,23436,555,1668,3,1,E,0
10955,371329199010210736,14410,1651,1661,2,2,E,2
10956,371329199308154749,21800,2140,3885,2,2,B,0
10957,371329201107070282,24528,1597,34,1,3,F,0
10958,371402194101052115,20077,1668,457,2,3,F,2
10959,371402194911244629,36576,1599,1599,3,3,C,1
10960,371402196403124195,39133,129,129,4,3,A,0
10961,371402197610052133,38323,1571,1573,2,2,F,0
10962,371402197710304254,28179,404,1668,2,2,F,1
10963,371402198707263177,34673,407,413,1,3,C,0
10964,371402199704163634,12568,1659,1661,1,2,E,2
10965,371402200410271993,35557,2125,2,3,1,E,2
10966,371402200908290251,2126,1597,1533,1,1,A,2
10967,371402201108101381,36458,403,1683,3,3,F,2
10968,371403193610120675,18833,404,404,3,1,F,0
10969,371403195710173589,27291,1668,1597,4,3,B,0
10970,371403198308044950,28142,1668,1597,3,3,F,0
10971,371403198410062741,37885,1637,1589,2,4,A,0
10972,371403199312241302,3561,2020,3868,4,4,F,1
10973,371403199407111818,5066,34,2006,3,2,A,2
10974,371403200304254715,1787,1654,1646,3,2,C,2
10975,371403201208310339,25041,1597,1597,4,1,A,2
10976,371403201512252639,7995,3365,2033,1,3,A,2
10977,371422196202111078,34782,3030,3028,4,1,F,2
10978,371422197003252358,17756,457,404,4,2,E,0
10979,371422199708034931,34872,401,401,4,2,A,1
10980,371422200704052230,28508,835,829,4,4,F,1
10981,37142220070914162X,24054,1072,552,1,1,C,1
10982,371422200901302112,19866,1264,1219,4,1,F,1
10983,371422201004291454,26634,384,471,3,2,F,2
10984,371422201011292922,19025,402,404,1,4,C,2
10985,371423193806021746,23883,2020,3365,4,2,B,0
10986,371423194912083654,22769,761,721,3,1,E,1
10987,371423195402063535,23995,1035,1015,1,3,F,2
10988,371423196806031091,18250,1597,1684,3,2,F,1
10989,371423196808240751,19772,1619,450,2,2,B,2
10990,371423197810272351,40655,1034,979,3,3,F,1
10991,371423197903280553,10874,1615,1589,1,4,E,0
10992,371423201601221485,6766,1615,2072,4,2,F,1
10993,371424194708260138,14701,1615,1659,3,3,F,2
10994,371424194808252717,16826,1,1,1,2,E,1
10995,371424195210062518,8281,3389,3389,1,4,A,1
10996,371424195411263834,21308,2035,3365,2,4,E,2
10997,371424196101103899,28124,1597,1597,2,4,B,2
10998,371424197308280205,28348,1645,1134,4,2,F,0
10999,371424198207250511,37981,452,452,1,4,A,1
11000,37142419871115334X,29862,1615,1134,2,2,E,0
11001,37142420011128125X,19626,1681,457,2,2,B,2
11002,371424200608190353,18821,1750,1668,3,3,F,1
11003,371424201012043971,31419,2067,2007,2,4,E,0
11004,371424201305252072,17695,471,471,1,3,F,2
11005,37142420140727255X,31370,2020,3365,4,1,A,0
11006,371425193307024531,14950,1539,1542,1,4,E,1
11007,371425193908193584,28611,1597,1597,4,1,B,2
11008,371425197307060864,2932,1556,1556,1,2,E,2
11009,371425197805173626,24754,1747,457,1,3,C,2
11010,371425199903052675,16436,1611,1613,2,2,C,0
11011,371425200802110878,1496,1615,1646,4,2,E,0
11012,371425201708120513,40045,1599,1644,4,4,F,1
11013,371426193812151992,5802,2026,2026,3,1,B,2
11014,371426193902052779,13700,1542,1542,4,1,F,1
11015,371426194009041262,27047,1668,1597,3,3,E,0
11016,371426194703241395,17211,1623,450,4,1,F,0
11017,371426195305022597,11944,1599,1592,4,3,B,0
11018,371426195803122195,37484,1652,1644,1,3,A,1
11019,371426196005071236,7414,1597,34,1,1,F,2
11020,371426196105013711,5746,2060,2043,4,2,B,1
11021,371426196909221073,26169,1668,1597,2,4,F,2
11022,371426198305262391,39330,1667,401,4,4,C,0
11023,37142620000427003X,8764,1615,2069,4,4,F,1
11024,37142620041214071X,10130,1596,1613,3,4,F,1
11025,371426200807241873,24577,1597,1681,1,2,C,1
11026,371427195201143008,19868,1264,1219,2,1,C,2
11027,371427197208100229,15489,1592,3934,1,2,E,1
11028,37142719840505393X,33400,2020,76,2,4,B,1
11029,371427199803111490,25165,59,1619,1,3,B,0
11030,371427199812212306,138,1621,1621,4,3,A,2
11031,371427201406142154,924,1621,1599,4,1,C,2
11032,37142720160404036X,25057,1668,1597,4,1,A,2
11033,371428193106083040,9086,2020,2035,2,2,E,0
11034,371428193206024582,39896,3877,3388,1,2,E,1
11035,371428194008310240,9113,1615,1615,1,4,C,1
11036,371428195201213228,5081,1599,2046,3,1,F,2
11037,37142819550913194X,39709,1599,401,3,4,E,2
11038,371428197712020080,13203,1651,1577,4,1,A,2
11039,371428197808120692,25067,1668,1597,4,3,A,1
11040,371428199508262436,38556,2125,18,4,3,A,1
11041,371428200305293190,2144,1597,1533,1,2,F,1
11042,371428200803010771,11269,1631,1578,4,4,A,1
11043,371428201205100544,5284,59,2020,2,4,C,1
11044,371428201504174631,26560,402,404,4,2,B,0
11045,371481194309231417,4412,59,1615,3,4,F,1
11046,371481194510283876,4661,21,2033,1,2,E,2
11047,371481198011141011,1745,1615,1654,4,3,E,0
11048,371481200308034671,205,1625,1624,2,3,F,1
11049,37148120060710334X,15191,1615,1593,2,2,A,0
11050,37148219310119169X,35783,472,472,3,2,A,2
11051,37148219771013113X,3589,3859,3859,4,3,A,2
11052,371482197907164218,25732,1597,1668,4,3,F,1
11053,371482200302172711,14991,1543,1539,2,4,E,0
11054,371482201204244966,30479,404,471,4,1,F,0
11055,371502194104244142,8376,34,2020,2,3,E,0
11056,371502195905264738,1012,1615,1646,1,3,A,0
11057,371502199409220953,30833,1039,1035,1,4,E,2
11058,371502200408210169,38727,2092,2114,2,4,F,0
11059,371502201406090241,9224,34,2020,4,2,C,0
11060,371503193504163714,28742,1597,1151,4,2,A,0
11061,371503193608264448,790,1605,1621,1,4,A,1
11062,37150319381130349X,33102,2068,82,4,1,C,0
11063,371503193908081459,338,1595,1613,2,2,F,0
11064,371503193910074792,32308,1579,1579,1,2,A,0
11065,371503194206281813,33791,82,13,3,4,F,1
11066,371503194503114050,16560,1621,1624,2,1,F,1
11067,371503196810252612,8195,3389,3389,3,4,B,1
11068,371503198406074657,9059,1615,34,1,3,F,1
11069,371503198907090161,4391,2034,34,2,2,E,1
11070,371503199710103453,34245,3292,3317,1,4,E,0
11071,371503200112192578,35310,3886,3860,3,2,F,2
11072,371521194803270357,21502,2020,2007,1,3,C,2
11073,371521194902280796,19686,1668,402,4,2,F,0
11074,371521195005280758,260,1625,1624,1,2,A,0
11075,371521196303141144,38112,1591,1572,4,2,A,2
11076,371521196609021436,8145,2006,34,1,3,B,2
11077,371521196904143639,28705,1151,129,4,1,E,2
11078,371521197209163181,30105,979,576,1,3,A,0
11079,371521197410201581,9885,1621,1611,1,2,E,1
11080,371521199304211830,23133,1668,1151,4,1,F,1
11081,371521199310011261,19867,1925,1259,1,2,B,2
11082,371521199911232537,6046,1568,2117,1,1,E,1
11083,371521201404271582,7669,1615,1615,2,2,A,2
11084,371522194605250810,7424,2020,2020,1,4,E,0
11085,371522195505254456,2282,1556,1556,1,2,B,0
11086,371522195911124622,6880,1597,2114,2,3,F,2
11087,371522198410193658,10773,1638,1634,4,3,F,1
11088,371522198702281991,10113,1595,1612,1,3,A,2
11089,371522199311050613,40480,1150,1038,2,1,E,1
11090,371522200605144397,5248,2034,2033,2,4,A,1
11091,371522201310263246,15858,1533,1563,2,2,B,2
11092,371524195201242512,33383,1,1,4,4,E,1
11093,371524195609271624,8044,2035,3365,4,3,B,2
11094,37152419830414007X,36148,1335,1344,1,2,C,1
11095,371524200009070451,1405,1646,1646,3,4,F,1
11096,371524200508012168,22002,3042,3047,1,1,B,2
11097,371524200511141577,3050,1556,1556,4,2,C,2
11098,371524201605254171,39071,1133,1585,2,3,E,2
11099,371525193012141971,6288,1661,3932,4,2,B,0
11100,371525194607213422,32620,1134,977,2,4,B,2
11101,371525195204181272,32619,1151,3204,4,1,A,0
11102,371525195709211203,24265,1734,555,3,1,F,1
11103,371525197012170906,8621,3365,3365,1,2,F,0
11104,371525198209020391,1539,1615,1646,4,3,C,1
11105,371525198801284820,30896,59,3860,3,2,F,1
11106,371525198806104032,12195,1661,1661,3,1,A,2
11107,37152519920916383X,417,1625,1621,4,4,F,0
11108,371525199403144237,28936,1597,2020,2,3,A,2
11109,371525199504122950,13028,1542,1540,4,1,A,2
11110,37152520080809419X,3208,1556,1556,4,2,C,0
11111,371525201603153699,25745,404,404,3,1,A,0
11112,371526194012263144,37697,2051,2015,3,3,B,0
11113,371526194604164705,39256,1572,1571,4,2,F,0
11114,371526195607153811,13260,1651,1617,3,1,E,0
11115,371526197407011674,21792,2127,3890,2,4,F,0
11116,371581194312172003,19509,1668,1763,1,3,A,2
11117,371581194504124532,23618,2020,2007,1,3,A,1
11118,37158119570927300X,14119,1615,1651,2,4,B,0
11119,371581197112044588,12345,1574,1661,3,1,A,2
11120,371581198111262596,37002,1599,1622,4,1,E,0
11121,371581199104123912,38229,1571,1573,4,3,A,2
11122,371581199712263898,33599,2048,63,3,1,E,1
11123,371581201112220165,35493,1714,2133,3,2,B,1
11124,371602194210010994,30746,1597,1127,1,3,B,2
11125,371602197203041649,21155,2035,3365,1,2,F,2
11126,371602199003052553,21392,2069,2033,4,4,B,2
11127,371603193701261650,21712,1615,1134,3,2,B,1
11128,371603195102120679,30629,1039,1015,1,4,A,0
11129,371603195403014810,5442,1615,2034,3,3,F,2
11130,371603197711292256,34626,1618,1749,1,3,C,1
11131,371603198411074489,38374,1573,1573,3,3,F,2
11132,371603199007160304,8760,3365,3365,4,2,B,0
11133,371603199407123238,8870,2033,3365,4,4,F,2
11134,371603199411282186,774,1611,1605,2,2,E,0
11135,371603199606114625,6166,2112,2121,4,1,A,0
11136,371603199803093376,16472,1612,1593,2,1,B,0
11137,371603200301064714,5263,2046,3365,4,3,B,1
11138,371603201305280515,25831,1668,1750,3,4,F,1
11139,371603201408294274,2414,1555,1556,1,1,B,2
11140,371621194301303564,34767,74,3026,2,1,C,1
11141,37162119490310356X,10778,1615,1638,1,3,C,2
11142,371621194908214314,34100,3325,346,1,1,A,0
11143,371621195002170655,11050,1589,1634,4,4,F,2
11144,371621195408221870,20286,3797,3797,2,4,B,2
11145,371621195707034477,22396,3634,3633,4,1,A,1
11146,371621196208212245,27436,1668,1597,4,1,A,0
11147,371621196403160954,29392,129,129,4,1,F,0
11148,371621196712290832,412,1621,1621,2,4,B,0
11149,371621198303063179,23083,1668,664,4,1,E,2
11150,371621198311201498,39740,470,470,3,2,C,2
11151,371621198608191980,39668,2125,383,2,3,A,2
11152,37162119970505179X,5625,1661,34,2,1,E,0
11153,371622196606251334,10986,1648,1589,2,2,F,0
11154,371622198012022453,36980,1599,1618,4,1,F,1
11155,37162219850429376X,30125,1597,1151,2,1,C,1
11156,37162220030826462X,39971,1533,3889,2,2,A,2
11157,371623193103042760,20233,3797,3797,4,4,E,2
11158,371623193507174858,31754,1590,1632,1,1,A,0
11159,371623193708153236,15046,1646,1593,4,1,C,0
11160,371623194909091865,17697,1668,457,3,1,C,1
11161,371623197407072932,26392,457,1681,3,1,C,1
11162,371623198609242404,19969,1645,2429,3,1,F,1
11163,371623199807231073,40422,1150,1038,3,4,A,1
11164,371623201408161303,4041,1659,1539,1,4,C,1
11165,371625193307133579,20726,3797,1668,1,1,C,1
11166,371625193908251132,32361,1646,1590,3,2,C,0
11167,37162519780615097X,21984,2052,2977,4,4,C,0
11168,371625198004271475,31810,1579,1579,2,2,C,1
11169,371625199103141849,18113,457,384,2,2,B,0
11170,371625199905082633,37358,1641,3570,3,3,E,2
11171,371625201003172891,12393,1592,1574,1,1,A,1
11172,371681194501052786,31556,1632,1582,4,1,F,2
11173,371681196309274433,17183,1684,463,4,2,C,1
11174,371681196910053404,25924,1597,1681,1,1,F,1
11175,37168119700716441X,22474,957,3634,4,2,E,0
11176,371681201204224062,25658,1750,1134,3,1,F,0
11177,371702194402080095,40525,3889,3886,3,3,F,0
11178,371702195803222917,1905,1646,1646,2,2,E,2
11179,371702197006140352,597,1599,1595,4,3,C,0
11180,371702197504044937,33280,1,1,3,4,F,1
11181,371702200210113372,3784,3860,3910,3,3,A,1
11182,371703195609032489,28528,829,129,3,2,F,2
11183,371703196410250854,20648,1072,1151,3,3,E,0
11184,371703196508044290,23736,2035,2047,4,3,B,1
11185,371703198007120530,31357,2020,3365,1,3,C,0
11186,371703198612184233,13373,1597,1615,4,2,F,0
11187,371703199210074095,30504,1645,1668,3,3,A,2
11188,371703201005075005,33923,3878,3876,1,1,E,0
11189,371703201702261962,37994,2099,444,3,4,B,0
11190,371721193503070640,2530,1535,1555,1,1,E,0
11191,371721194012191100,36928,1615,1615,1,4,F,1
11192,371721195210010774,16034,1538,1566,1,4,E,1
11193,371721195505133958,19664,402,404,1,1,C,0
11194,371721195509181842,22032,2113,2127,1,1,E,1
11195,371721196408291246,25288,2020,2020,1,3,C,1
11196,371721197612271490,21980,3023,3057,2,1,C,1
11197,37172119810814004X,36215,991,2429,3,2,F,1
11198,371721198407024153,32364,1646,1584,4,1,E,1
11199,371721198510121453,9861,1612,1593,2,1,E,0
11200,371721198805143772,26216,2986,3023,3,1,F,2
11201,371721198810290195,39695,1599,401,3,4,E,2
11202,371722195311183750,9953,1615,1589,1,1,F,2
11203,371722195909174939,18328,1681,457,1,3,F,1
11204,371722197212022096,8109,2033,2034,4,3,C,0
11205,371722197906103966,1938,1646,1646,2,1,B,1
11206,371722199904304456,13100,1539,1542,1,3,C,1
11207,371722199905054452,13473,1574,1535,1,1,E,1
11208,371722200112053930,19739,1681,402,4,4,B,2
11209,371722200612252004,29761,1615,979,3,4,E,1
11210,371723194709284094,25589,471,404,4,3,B,2
11211,371723195306304948,24032,1690,1734,3,4,F,0
11212,371723195801124397,16358,1599,1611,3,1,C,2
11213,371723196109073452,38951,1168,1034,3,1,F,0
11214,371723196601034287,23238,692,725,2,1,A,0
11215,371723197506210021,33940,1,1,4,2,E,0
11216,37172319750821195X,5699,2067,2035,2,2,B,0
11217,371723197605124831,16833,13,1,3,1,B,0
11218,371723197711304174,21670,1543,1592,2,2,A,0
11219,371723198003300724,8534,2020,34,4,1,C,1
11220,371723198309143581,9398,1552,34,1,3,A,0
11221,371723198405164008,21484,2069,2035,2,3,C,2
11222,371723199508263732,21832,3879,3892,1,4,E,1
11223,371723200301204183,13626,1567,1615,2,1,F,2
11224,371723201605104127,32458,1636,1579,4,4,E,2
11225,371724193006032781,14530,1651,1574,1,1,E,0
11226,371724193307054191,13906,1539,1542,2,2,E,2
11227,371724194704082991,30401,1134,1681,2,2,A,0
11228,371724194806132443,6612,2078,227,1,3,F,0
11229,371724198401043459,3019,1555,1556,2,4,E,1
11230,371725194501240124,15194,1661,1593,4,1,F,0
11231,371725197004080290,36484,1599,1599,4,4,E,0
11232,371725197905121897,27312,1597,1668,3,4,C,2
11233,371725198401272290,12078,1661,1661,4,1,A,0
11234,37172519861216066X,2599,1556,1556,1,2,E,1
11235,371725200809214860,40596,1708,1599,4,1,E,1
11236,371725200809294485,20180,1699,721,2,2,B,1
11237,371726194811300256,20817,196,161,1,1,C,0
11238,371726195110012432,26511,467,471,4,3,B,1
11239,371726195612184234,30300,1645,1597,1,3,E,0
11240,371726196508042898,20922,2136,2141,2,1,C,1
11241,371726196612190794,7459,1561,59,4,3,A,0
11242,371726197301140866,29075,34,1597,2,4,B,1
11243,371726197903243918,30674,1597,1142,4,1,C,0
11244,371726199411161472,15690,1597,1567,1,2,F,0
11245,371726199712151550,2201,1555,1556,3,1,B,0
11246,371726200902150036,31344,1597,2020,3,4,A,2
11247,371726201606172235,14343,1615,1651,1,3,C,2
11248,371728193706240472,24442,1597,1169,1,4,E,0
11249,371728195212214206,37343,3240,3570,4,4,A,1
11250,371728196604252097,729,1621,1621,1,2,B,0
11251,371728197911150116,22456,1619,1015,1,3,F,2
11252,371728198209014784,23203,1151,979,3,4,E,0
11253,410102193312284259,2570,1597,1557,1,1,F,1
11254,410102195706244099,10242,1655,1593,4,4,F,1
11255,410102196309020440,9284,1615,1615,4,3,F,0
11256,410102196509283114,25153,1668,1668,4,4,B,1
11257,410102198304243716,3604,1552,59,2,2,A,2
11258,410102198911112275,37419,1644,1615,2,4,F,0
11259,410102200810184405,10336,1612,1599,3,2,F,0
11260,41010319410516209X,16929,2020,65,2,1,A,0
11261,410103196103253093,17728,457,404,3,1,F,0
11262,410104193612232090,17063,82,76,4,3,F,1
11263,410104194710232099,2871,1606,1555,1,3,A,1
11264,410104195208091977,40230,979,834,1,1,F,2
11265,410104195504123371,38610,1615,1547,1,3,B,2
11266,410104197808044575,23270,1151,979,3,2,F,1
11267,410104199209243838,22012,3049,3047,4,2,F,0
11268,410104199404142645,17834,1668,1681,2,3,B,2
11269,410104200001303120,37771,828,129,2,2,B,1
11270,410104200911080309,30943,1597,835,3,4,F,1
11271,410104201001262159,24499,34,2020,2,1,C,2
11272,410104201205164614,2578,1557,1555,4,3,C,1
11273,410105193902043219,4365,2034,2033,1,3,E,0
11274,410105196108011539,25688,1668,404,2,3,F,2
11275,410105197107313134,29131,1151,1597,1,2,F,2
11276,410105198504071452,35732,1135,28,1,2,A,1
11277,410105198612061358,33000,80,76,3,2,E,1
11278,410105199401054099,6853,2114,2108,1,3,E,2
11279,410106193404011931,27770,1668,1597,2,4,F,2
11280,41010619420819451X,2049,1646,1646,3,1,A,0
11281,410106194808142430,25174,1619,1750,4,4,F,0
11282,41010619510614265X,35373,1641,2125,1,3,A,0
11283,410106195107263584,6486,2121,2072,1,4,A,1
11284,410106195707083659,29212,1597,1597,2,3,E,1
11285,410106196009264713,23835,977,1763,4,4,F,0
11286,41010619661123156X,12187,1651,1574,2,4,C,2
11287,410106199005282774,24110,1739,552,2,1,C,1
11288,410106199612131492,36793,1683,1749,1,2,E,1
11289,410106200511142008,14823,1651,1592,2,3,F,2
11290,410106200606040717,36339,3240,1641,2,4,B,1
11291,410106201201193365,36801,1683,1749,4,1,E,0
11292,410108193206221631,39342,1618,1622,1,1,E,2
11293,410108194007093352,634,1625,1620,3,3,C,1
11294,410108194107144954,83,1624,1620,4,1,F,2
11295,410108196707160770,19836,1681,450,3,2,B,2
11296,410108198111133076,39014,834,129,2,2,C,1
11297,41010819840309083X,33165,79,76,1,4,A,1
11298,410108198605111504,16,1595,1624,3,4,E,2
11299,410108199412122762,10920,1648,1589,4,1,F,1
11300,410108199910263904,11317,1638,1634,3,2,F,0
11301,410108200903121129,16080,1534,1538,1,3,B,2
11302,410108201101201789,26386,404,404,2,4,E,0
11303,410108201606193577,2640,1536,1555,2,1,C,2
11304,410122195107124891,30727,979,129,3,3,A,2
11305,410122195301044270,27243,1668,1597,4,1,E,1
11306,410122199605010879,5620,1561,34,4,2,E,2
11307,410122200207142572,7603,3365,3365,1,4,E,1
11308,410181193804183492,34254,1169,1072,3,4,A,0
11309,410181194104200794,18102,1661,1689,3,4,A,2
11310,410181194301014528,4354,2033,3365,3,3,B,0
11311,410181194411180316,26737,467,404,1,1,F,1
11312,410181195410020219,18616,404,404,4,2,F,1
11313,410181196104034844,32710,2066,79,1,4,F,1
11314,410181196112053746,967,1595,1599,2,3,C,0
11315,41018119860318415X,32298,1636,1579,3,4,C,2
11316,41018119891008399X,22514,59,2006,3,4,E,1
11317,410181200309100920,32392,1593,1636,1,3,E,0
11318,410182195912033091,21921,2117,2127,4,1,B,0
11319,41018219601031426X,25325,1597,1597,4,2,A,0
11320,410182196108222275,19600,1556,457,1,4,B,1
11321,41018219690325281X,2790,1597,1609,3,3,E,2
11322,410182197702270282,12336,1599,1574,1,3,B,2
11323,410182197705090447,32544,1597,1597,3,3,E,0
11324,410182197906110774,28579,1597,1597,1,4,B,0
11325,410182198808124018,6208,1542,1563,3,4,C,2
11326,410182199107260636,1787,1646,1646,1,3,C,2
11327,410182199704260423,36096,2463,1524,1,2,F,0
11328,410182201508094579,28020,1597,1597,2,4,C,0
11329,410183194512104075,6725,2121,203,3,2,A,2
11330,410183195304244772,2635,1555,1556,2,3,B,2
11331,410183195809222050,2285,1556,1556,3,1,E,2
11332,410183196301160551,19000,1681,450,4,1,F,0
11333,410183196403261396,31549,1638,1632,4,3,C,0
11334,410183197312250979,18708,1750,1668,3,4,F,2
11335,410183197912294385,4448,2066,2068,2,4,E,0
11336,41018319830421100X,22002,2977,3049,3,4,E,0
11337,410183198708242865,10450,1648,1638,4,3,E,1
11338,410183198904222108,37339,1641,1648,4,3,A,0
11339,410184195209274902,20390,1115,1718,3,2,E,0
11340,410184196204272515,37303,1599,1568,3,3,E,2
11341,410184196712282533,14254,1577,1574,4,4,E,0
11342,410184196902232852,455,1599,1612,3,2,F,1
11343,410184197612292157,13099,1577,1539,3,4,F,0
11344,410184197904081212,26587,471,471,2,1,A,0
11345,410184198101144747,38720,2,7,4,1,C,0
11346,41018519300720353X,7916,2007,3365,4,2,C,0
11347,410185193011231170,14319,1577,1661,2,2,E,0
11348,410185193301051549,18118,1750,457,1,3,A,2
11349,410185193708141255,14283,1577,1574,3,2,B,2
11350,410185193810114990,9924,1535,1589,2,2,B,2
11351,410185194212152393,31383,1597,2020,1,1,C,0
11352,410185196302230817,35583,3890,3894,4,1,E,2
11353,410185196602172524,23681,2007,34,3,3,F,0
11354,410185196708162383,38488,2060,2043,3,3,E,1
11355,410185198608284892,28796,1597,1597,2,4,F,1
11356,410185198812080635,11231,1578,1578,2,3,A,1
11357,410185200706141959,4044,1659,1539,1,3,B,2
11358,410185200811220632,22140,1151,1151,4,1,E,2
11359,410202193407264811,39295,1615,1571,1,3,E,2
11360,410202195011131931,4641,1552,34,1,2,E,2
11361,410202195205233477,34144,319,319,3,2,F,0
11362,410202198804284632,13483,1567,1567,1,1,C,0
11363,410202199103010756,9988,1563,1589,4,4,E,1
11364,410202199807052030,8503,1615,1615,4,2,B,2
11365,410202200310060065,18272,1597,1684,2,3,C,0
11366,41020220120209414X,34096,1150,346,3,2,A,1
11367,410203193901253217,319,1599,1613,1,4,F,0
11368,410203194004300372,35989,1640,1559,2,4,A,0
11369,410203196110232720,39231,1572,1571,1,3,B,2
11370,410203196605042486,22293,3057,3033,1,1,C,0
11371,410203196705024242,20970,1645,1597,4,3,F,0
11372,410203196706033079,21882,1533,3889,2,2,E,2
11373,410203198511301271,22493,2068,2034,4,1,A,2
11374,410203198608101612,32726,2018,79,1,3,F,1
11375,410203199907251519,27907,1668,447,2,2,A,2
11376,410203201103094888,8751,1615,2067,2,1,B,2
11377,410203201203293358,28833,34,1597,4,3,B,2
11378,41020320150429491X,33068,79,13,3,2,C,0
11379,410204194410291682,21709,1151,1151,3,2,F,2
11380,410204195411021590,11573,2020,63,3,4,E,0
11381,410204197607190432,17160,404,384,2,3,A,2
11382,410204198007243865,22965,979,835,1,4,A,0
11383,410204198810060611,19900,838,3650,2,4,E,0
11384,410204199604011178,27243,1597,1597,1,2,B,1
11385,410204200509201155,8279,3389,3389,2,1,C,2
11386,410205196310111977,34411,2048,76,1,3,A,0
11387,410205197611231029,35641,2119,3890,1,3,C,0
11388,41020519810114005X,2359,1556,1556,1,1,A,0
11389,410205199509170695,15947,1567,1567,4,2,F,2
11390,410205200307312435,11248,1637,1631,3,1,E,0
11391,410205200409071599,30982,979,835,4,4,A,2
11392,410212193710213323,32854,2034,2068,3,3,A,1
11393,410212194410090813,39374,1618,1667,2,2,F,1
11394,410221193501112581,23674,2047,34,1,3,E,0
11395,410221193512212596,2536,1556,1556,3,1,E,2
11396,41022119450305106X,31661,1579,1579,3,3,C,2
11397,410221194707260170,23635,2007,2047,2,3,F,1
11398,410221194810114091,28193,404,1668,2,3,C,2
11399,410221195603033146,11825,1599,1574,1,4,E,0
11400,410221197412060255,16935,1,1,1,3,A,2
11401,410221199910053372,36244,3264,3554,1,4,C,1
11402,410222194710034736,5106,2006,2046,2,3,E,1
11403,410222196101173289,23441,1597,979,3,1,A,2
11404,410222196410084044,30020,1151,1035,3,2,A,2
11405,410222197203103104,36122,1492,1508,1,1,A,2
11406,410222197207070135,32919,2034,2020,1,4,E,0
11407,410222198409101467,28930,34,2020,4,4,E,2
11408,410222199312180431,15684,1538,1567,4,2,A,2
11409,41022219951124141X,24805,1747,457,3,4,B,2
11410,410222199909012174,6386,2127,2127,1,3,F,1
11411,410222200111214127,7070,1567,222,1,4,F,1
11412,410222201406032114,9804,1646,1615,3,2,C,0
11413,410223193012263576,22488,59,2006,2,3,E,2
11414,41022319450519290X,20946,2020,2035,3,1,B,1
11415,41022319470213387X,4551,2020,2066,4,3,C,1
11416,410223195811254456,24927,1681,1619,2,1,C,0
11417,410223196303043614,29840,1151,979,4,1,E,1
11418,410223197010042460,38451,2043,2027,4,4,C,0
11419,410223197201231627,20801,1568,2141,4,4,F,1
11420,410223199102222353,24987,1597,402,1,3,A,0
11421,41022319980206224X,14866,1577,1574,2,4,F,2
11422,410225194710302162,37190,458,383,3,4,F,0
11423,410225195111254650,32346,1584,1579,1,4,E,1
11424,410225197501074611,19539,1619,457,1,1,B,2
11425,410225197607140429,1326,1646,1646,1,3,C,1
11426,410225197711140293,32122,1636,1632,1,4,B,2
11427,410225198509214476,20224,1668,664,3,2,A,1
11428,410225199309024533,17869,384,471,4,4,C,0
11429,410302193910074076,36387,1648,1641,3,3,E,1
11430,410302196512311172,34981,1657,2156,2,4,A,0
11431,410302196611024208,12842,1661,1661,4,4,C,2
11432,410302198212251779,32440,1579,1579,3,1,E,2
11433,410302198302172759,24883,1623,1619,3,4,E,2
11434,410302199403224954,582,1612,1596,2,1,C,0
11435,410302199505122297,20266,664,3829,2,2,F,2
11436,410302199610161159,35889,1738,1742,2,4,F,0
11437,410303193112200556,6003,1535,1563,2,2,B,0
11438,410303193803180232,33988,1668,404,2,4,E,0
11439,410303194307144464,36104,1344,1344,2,1,C,2
11440,410303194707292319,11413,13,1,4,3,F,2
11441,41030319480514247X,1163,1610,1654,4,4,C,1
11442,410303196112174611,39149,1150,1014,4,3,A,1
11443,410303197201230237,6968,203,237,2,2,B,0
11444,410303197303270926,35992,1615,2125,2,2,E,0
11445,410303198305151036,305,1620,1621,1,3,A,1
11446,410303198606054985,11998,1592,1577,1,3,F,0
11447,41030319891031143X,1321,1615,1593,4,3,A,2
11448,410303200408053412,23151,664,1668,4,1,E,1
11449,41030320041021270X,28803,1597,1597,3,4,F,0
11450,410303200902272776,12193,1592,1574,2,4,C,1
